CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
3175,0,No,alexnestian,435,2012-04-24 00:00:00,Yes
25523,,No,Sisee,1077,2022-07-05 00:00:00,Yes
25524,,No,Sisee,1073,2022-07-05 00:00:00,Yes
24307,,No,Arthur ma boah,906,2020-11-29 00:00:00,Yes
19069,,Yes,Shisha,1487,2016-04-02 00:00:00,Yes
14560,,Yes,JesseBlue,979,2015-08-13 00:00:00,Yes
14160,,No,nous,490,2015-06-21 00:00:00,Yes
14040,,No,kulurak,305,2015-06-02 00:00:00,Yes
13866,,No,RianLivre2099,294,2015-05-21 00:00:00,Yes
11870,,No,alice989,171,2015-01-24 00:00:00,Yes
10164,,No,gorrolana73,358,2014-11-16 00:00:00,Yes
9970,,No,Sisee,1165,2014-11-11 00:00:00,Yes
