CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
4530,5,1,0zymandias,303,2013-01-08 00:00:00,Yes
4375,5,1,Speed_ZGZ,540,2012-12-03 00:00:00,Yes
3609,0,1,iqra117,319,2012-07-20 00:00:00,Yes
27903,,1,IChoseRapture95,540,2024-10-20 00:00:00,Yes
27717,,0,stiven2326,102,2024-09-07 00:00:00,Yes
27364,,0,Eliminator14,806,2024-02-05 00:00:00,Yes
25654,,0,Logan1109,735,2022-09-15 00:00:00,Yes
24653,,1,MushroomKnight,569,2021-05-29 00:00:00,Yes
22550,,0,HatefulGrinder,960,2018-05-19 00:00:00,Yes
20944,,0,Audigier sanchez,690,2017-04-06 00:00:00,Yes
20945,,0,Audigier sanchez,722,2017-04-06 00:00:00,Yes
20194,,1,FlexySpeed,1029,2016-10-28 00:00:00,Yes
9533,,0,Flasher,1165,2014-10-26 00:00:00,Yes
