CoverID,Rating,Official,Username,FileSize,UploadedDate,NoRate
5664,5,No,pipindor666_RUS,858,2013-09-11 00:00:00,Yes
5666,4,No,Tibinator,627,2013-09-11 00:00:00,Yes
24677,,Yes,MushroomKnight,660,2021-05-29 00:00:00,Yes
21738,,No,MoBy41,602,2017-10-02 00:00:00,Yes
17960,,No,Casperr,364,2016-01-02 00:00:00,Yes
13126,,No,Hide,793,2015-04-10 00:00:00,Yes
11895,,No,alice989,153,2015-01-24 00:00:00,Yes
11284,,No,sirlindqvist,658,2015-01-06 00:00:00,Yes
10047,,No,Goderk,490,2014-11-13 00:00:00,Yes
9957,,No,Goderk,858,2014-11-11 00:00:00,Yes
9942,,No,Sisee,844,2014-11-10 00:00:00,Yes
